particle	component	position_label	corruption_mode	eval_mode	target_type	top_k	site_set_type	effect_score_mean	effect_score_mean_ci_low	effect_score_mean_ci_high	method	run_label	run_label_pretty	run_dir	effect_score_original_mean	effect_score_original_ci_low	effect_score_original_ci_high	metric_sign_convention
not	attn	utterance_final	prompt_without	necessity	gold	5	localized	-0.0060306071420562	-0.008448008002644	-0.0036132062814684	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not	0.0060306071420562	0.0036132062814684	0.008448008002644	patched_minus_baseline
not	attn	utterance_final	prompt_without	necessity	gold	5	random_mean	-4.578384947834051e-05	-0.0007527343985998	0.0006611666996431	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not	4.578384947834051e-05	-0.0006611666996431	0.0007527343985998	patched_minus_baseline
not	attn	utterance_final	prompt_without	necessity	gold	10	localized	-0.0142046221146721	-0.0217271438492606	-0.0066821003800837	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not	0.0142046221146721	0.0066821003800837	0.0217271438492606	patched_minus_baseline
not	attn	utterance_final	prompt_without	necessity	gold	10	random_mean	-0.0002592047280207	-0.0002785463782815	-0.0002398630777598	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not	0.0002592047280207	0.0002398630777598	0.0002785463782815	patched_minus_baseline
not	mlp	utterance_final	prompt_without	necessity	generated	1	localized	-0.0015072702021445	-0.00246672003972	-0.000547820364569	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not	0.0015072702021445	0.000547820364569	0.00246672003972	patched_minus_baseline
not	mlp	utterance_final	prompt_without	necessity	generated	1	random_mean	-0.0003873768254552	-0.0006985476074414	-7.62060434691018e-05	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not	0.0003873768254552	7.62060434691018e-05	0.0006985476074414	patched_minus_baseline
not	mlp	utterance_final	prompt_without	necessity	generated	3	localized	-0.0041412020792974	-0.004569461262777	-0.0037129428958179	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not	0.0041412020792974	0.0037129428958179	0.004569461262777	patched_minus_baseline
not	mlp	utterance_final	prompt_without	necessity	generated	3	random_mean	-0.001400190205358	-0.0017568341259563	-0.0010435462847597	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not	0.001400190205358	0.0010435462847597	0.0017568341259563	patched_minus_baseline
not	mlp	utterance_final	prompt_without	necessity	generated	5	localized	-0.0067237380587304	-0.0099842664934541	-0.0034632096240066	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not	0.0067237380587304	0.0034632096240066	0.0099842664934541	patched_minus_baseline
not	mlp	utterance_final	prompt_without	necessity	generated	5	random_mean	-0.0025120955989045	-0.0028680117939625	-0.0021561794038466	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not	0.0025120955989045	0.0021561794038466	0.0028680117939625	patched_minus_baseline
not	mlp	utterance_final	prompt_without	necessity	generated	10	localized	-0.0089181460901138	-0.014194589759145	-0.0036417024210827	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not	0.0089181460901138	0.0036417024210827	0.014194589759145	patched_minus_baseline
not	mlp	utterance_final	prompt_without	necessity	generated	10	random_mean	-0.0048321171166761	-0.0059352247698659	-0.0037290094634863	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not	0.0048321171166761	0.0037290094634863	0.0059352247698659	patched_minus_baseline
not	mlp	utterance_final	prompt_without	necessity	gold	1	localized	-0.000766794015538	-0.0010013189917154	-0.0005322690393607	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not	0.000766794015538	0.0005322690393607	0.0010013189917154	patched_minus_baseline
not	mlp	utterance_final	prompt_without	necessity	gold	1	random_mean	3.353687361852741e-05	-0.0001676824114749	0.000234756158712	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not	-3.353687361852741e-05	-0.000234756158712	0.0001676824114749	patched_minus_baseline
not	mlp	utterance_final	prompt_without	necessity	gold	3	localized	-0.0004200042417849	-0.0004824342420228	-0.000357574241547	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not	0.0004200042417849	0.000357574241547	0.0004824342420228	patched_minus_baseline
not	mlp	utterance_final	prompt_without	necessity	gold	3	random_mean	-0.0005973084191203	-0.0007426450530984	-0.0004519717851422	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not	0.0005973084191203	0.0004519717851422	0.0007426450530984	patched_minus_baseline
not	mlp	utterance_final	prompt_without	necessity	gold	5	localized	-0.0020179239102424	-0.0030025232532408	-0.001033324567244	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not	0.0020179239102424	0.001033324567244	0.0030025232532408	patched_minus_baseline
not	mlp	utterance_final	prompt_without	necessity	gold	5	random_mean	-0.0013783223687366	-0.0019558570414085	-0.0008007876960648	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not	0.0013783223687366	0.0008007876960648	0.0019558570414085	patched_minus_baseline
not	mlp	utterance_final	prompt_without	necessity	gold	10	localized	-0.001245862326069	-0.0015269072696142	-0.0009648173825239	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not	0.001245862326069	0.0009648173825239	0.0015269072696142	patched_minus_baseline
not	mlp	utterance_final	prompt_without	necessity	gold	10	random_mean	-0.002036105196338	-0.0020658687717044	-0.0020063416209717	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not	0.002036105196338	0.0020063416209717	0.0020658687717044	patched_minus_baseline
not	resid	utterance_final	prompt_without	necessity	generated	1	localized	-0.0116996743682221	-0.0171806699456638	-0.0062186787907804	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not	0.0116996743682221	0.0062186787907804	0.0171806699456638	patched_minus_baseline
not	resid	utterance_final	prompt_without	necessity	generated	1	random_mean	-0.0026877920161219	-0.0046535441702352	-0.0007220398620085	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not	0.0026877920161219	0.0007220398620085	0.0046535441702352	patched_minus_baseline
not	resid	utterance_final	prompt_without	necessity	generated	3	localized	-0.0199158347310256	-0.0264134073907337	-0.0134182620713175	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not	0.0199158347310256	0.0134182620713175	0.0264134073907337	patched_minus_baseline
not	resid	utterance_final	prompt_without	necessity	generated	3	random_mean	-0.0127796486150416	-0.0155101994235712	-0.010049097806512	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not	0.0127796486150416	0.010049097806512	0.0155101994235712	patched_minus_baseline
not	resid	utterance_final	prompt_without	necessity	generated	5	localized	-0.0271277765084643	-0.0354641963940467	-0.0187913566228818	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not	0.0271277765084643	0.0187913566228818	0.0354641963940467	patched_minus_baseline
not	resid	utterance_final	prompt_without	necessity	generated	5	random_mean	-0.0075582105787118	-0.0110913292958793	-0.0040250918615444	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not	0.0075582105787118	0.0040250918615444	0.0110913292958793	patched_minus_baseline
not	resid	utterance_final	prompt_without	necessity	generated	10	localized	-0.0371202789394042	-0.0433471441089631	-0.0308934137698453	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not	0.0371202789394042	0.0308934137698453	0.0433471441089631	patched_minus_baseline
not	resid	utterance_final	prompt_without	necessity	generated	10	random_mean	-0.0035552132517468	-0.0048102330504575	-0.0023001934530361	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not	0.0035552132517468	0.0023001934530361	0.0048102330504575	patched_minus_baseline
not	resid	utterance_final	prompt_without	necessity	gold	1	localized	-0.0048571724216205	-0.0078573303118792	-0.0018570145313619	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not	0.0048571724216205	0.0018570145313619	0.0078573303118792	patched_minus_baseline
not	resid	utterance_final	prompt_without	necessity	gold	1	random_mean	-0.0010135647135349	-0.0016464723288407	-0.0003806570982292	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not	0.0010135647135349	0.0003806570982292	0.0016464723288407	patched_minus_baseline
not	resid	utterance_final	prompt_without	necessity	gold	3	localized	-0.0109521536392635	-0.015572052824441	-0.006332254454086	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not	0.0109521536392635	0.006332254454086	0.015572052824441	patched_minus_baseline
not	resid	utterance_final	prompt_without	necessity	gold	3	random_mean	-0.004457226391163	-0.007394903000706	-0.0015195497816199	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not	0.004457226391163	0.0015195497816199	0.007394903000706	patched_minus_baseline
not	resid	utterance_final	prompt_without	necessity	gold	5	localized	-0.0138902503613592	-0.0198557587681942	-0.0079247419545242	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not	0.0138902503613592	0.0079247419545242	0.0198557587681942	patched_minus_baseline
not	resid	utterance_final	prompt_without	necessity	gold	5	random_mean	-0.0011535745666262	-0.0018704148024381	-0.0004367343308142	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not	0.0011535745666262	0.0004367343308142	0.0018704148024381	patched_minus_baseline
not	resid	utterance_final	prompt_without	necessity	gold	10	localized	-0.0189395435835858	-0.0279663291533496	-0.009912758013822	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not	0.0189395435835858	0.009912758013822	0.0279663291533496	patched_minus_baseline
not	resid	utterance_final	prompt_without	necessity	gold	10	random_mean	0.0002510680427359	6.231918090170747e-05	0.0004398169045702	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not	-0.0002510680427359	-0.0004398169045702	-6.231918090170747e-05	patched_minus_baseline
just	attn	utterance_final	prompt_without	necessity	generated	1	localized	-0.0018987400610603	-0.0020145606220538	-0.0017829195000667	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/just	0.0018987400610603	0.0017829195000667	0.0020145606220538	patched_minus_baseline
just	attn	utterance_final	prompt_without	necessity	generated	1	random_mean	-0.0001852935579031	-0.0003049485221278	-6.563859367838348e-05	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/just	0.0001852935579031	6.563859367838348e-05	0.0003049485221278	patched_minus_baseline
just	attn	utterance_final	prompt_without	necessity	generated	3	localized	-0.0050898819018167	-0.0063995629174486	-0.0037802008861848	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/just	0.0050898819018167	0.0037802008861848	0.0063995629174486	patched_minus_baseline
just	attn	utterance_final	prompt_without	necessity	generated	3	random_mean	-0.0011179642030114	-0.0013668163469528	-0.00086911205907	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/just	0.0011179642030114	0.00086911205907	0.0013668163469528	patched_minus_baseline
just	attn	utterance_final	prompt_without	necessity	generated	5	localized	-0.0098828968723234	-0.0128576939043318	-0.0069080998403151	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/just	0.0098828968723234	0.0069080998403151	0.0128576939043318	patched_minus_baseline
just	attn	utterance_final	prompt_without	necessity	generated	5	random_mean	-0.0009164227357306	-0.0010336812190479	-0.0007991642524133	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/just	0.0009164227357306	0.0007991642524133	0.0010336812190479	patched_minus_baseline
just	attn	utterance_final	prompt_without	necessity	generated	10	localized	-0.0159126942336513	-0.0193030335745239	-0.0125223548927788	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/just	0.0159126942336513	0.0125223548927788	0.0193030335745239	patched_minus_baseline
just	attn	utterance_final	prompt_without	necessity	generated	10	random_mean	-0.0016058636018151	-0.0021393152508627	-0.0010724119527676	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/just	0.0016058636018151	0.0010724119527676	0.0021393152508627	patched_minus_baseline
just	attn	utterance_final	prompt_without	necessity	gold	1	localized	-0.0002073977066458	-0.0007130468190622	0.0002982514057705	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/just	0.0002073977066458	-0.0002982514057705	0.0007130468190622	patched_minus_baseline
just	attn	utterance_final	prompt_without	necessity	gold	1	random_mean	4.433910448913075e-05	-0.0001643910575222	0.0002530692665005	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/just	-4.433910448913075e-05	-0.0002530692665005	0.0001643910575222	patched_minus_baseline
just	attn	utterance_final	prompt_without	necessity	gold	3	localized	-0.0009134389558134	-0.0010425024921138	-0.0007843754195129	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/just	0.0009134389558134	0.0007843754195129	0.0010425024921138	patched_minus_baseline
just	attn	utterance_final	prompt_without	necessity	gold	3	random_mean	-9.544840672819734e-05	-0.0003522017146492	0.0001613049011928	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/just	9.544840672819734e-05	-0.0001613049011928	0.0003522017146492	patched_minus_baseline
just	attn	utterance_final	prompt_without	necessity	gold	5	localized	-0.0009601523877109	-0.0015664037276812	-0.0003539010477405	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/just	0.0009601523877109	0.0003539010477405	0.0015664037276812	patched_minus_baseline
just	attn	utterance_final	prompt_without	necessity	gold	5	random_mean	-0.0004553204760358	-0.0009041252984702	-6.515653601441311e-06	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/just	0.0004553204760358	6.515653601441311e-06	0.0009041252984702	patched_minus_baseline
just	attn	utterance_final	prompt_without	necessity	gold	10	localized	-0.0024848779477403	-0.0045756900299172	-0.0003940658655634	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/just	0.0024848779477403	0.0003940658655634	0.0045756900299172	patched_minus_baseline
just	attn	utterance_final	prompt_without	necessity	gold	10	random_mean	-0.0008531176525036	-0.0009251906911642	-0.0007810446138431	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/just	0.0008531176525036	0.0007810446138431	0.0009251906911642	patched_minus_baseline
just	mlp	utterance_final	prompt_without	necessity	generated	1	localized	-0.0007446645638238	-0.0019294344119596	0.0004401052843119	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/just	0.0007446645638238	-0.0004401052843119	0.0019294344119596	patched_minus_baseline
just	mlp	utterance_final	prompt_without	necessity	generated	1	random_mean	-0.0003474112740596	-0.0006671480706508	-2.767447746847672e-05	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/just	0.0003474112740596	2.767447746847672e-05	0.0006671480706508	patched_minus_baseline
just	mlp	utterance_final	prompt_without	necessity	generated	3	localized	-0.0012842563783956	-0.0025359000580034	-3.261269878788116e-05	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/just	0.0012842563783956	3.261269878788116e-05	0.0025359000580034	patched_minus_baseline
just	mlp	utterance_final	prompt_without	necessity	generated	3	random_mean	-0.0018336186667229	-0.0024131969673397	-0.0012540403661062	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/just	0.0018336186667229	0.0012540403661062	0.0024131969673397	patched_minus_baseline
just	mlp	utterance_final	prompt_without	necessity	generated	5	localized	-0.0028814785588736	-0.0049265207606839	-0.0008364363570632	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/just	0.0028814785588736	0.0008364363570632	0.0049265207606839	patched_minus_baseline
just	mlp	utterance_final	prompt_without	necessity	generated	5	random_mean	-0.0021046544878527	-0.0026220169691518	-0.0015872920065536	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/just	0.0021046544878527	0.0015872920065536	0.0026220169691518	patched_minus_baseline
just	mlp	utterance_final	prompt_without	necessity	generated	10	localized	-0.0044086054504167	-0.0057615403773471	-0.0030556705234862	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/just	0.0044086054504167	0.0030556705234862	0.0057615403773471	patched_minus_baseline
just	mlp	utterance_final	prompt_without	necessity	generated	10	random_mean	-0.0034527463591206	-0.0041511828700399	-0.0027543098482013	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/just	0.0034527463591206	0.0027543098482013	0.0041511828700399	patched_minus_baseline
just	mlp	utterance_final	prompt_without	necessity	gold	1	localized	-0.000912509003067	-0.002492225418365	0.0006672074122309	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/just	0.000912509003067	-0.0006672074122309	0.002492225418365	patched_minus_baseline
just	mlp	utterance_final	prompt_without	necessity	gold	1	random_mean	-6.373117527313921e-05	-0.0004203450237478	0.0002928826732016	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/just	6.373117527313921e-05	-0.0002928826732016	0.0004203450237478	patched_minus_baseline
just	mlp	utterance_final	prompt_without	necessity	gold	3	localized	-0.0015461852526341	-0.0022160020182886	-0.0008763684869795	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/just	0.0015461852526341	0.0008763684869795	0.0022160020182886	patched_minus_baseline
just	mlp	utterance_final	prompt_without	necessity	gold	3	random_mean	-3.464597190204696e-05	-0.00013850299959	6.921105578596826e-05	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/just	3.464597190204696e-05	-6.921105578596826e-05	0.00013850299959	patched_minus_baseline
just	mlp	utterance_final	prompt_without	necessity	gold	5	localized	-0.0014098900813354	-0.0020449500774791	-0.0007748300851916	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/just	0.0014098900813354	0.0007748300851916	0.0020449500774791	patched_minus_baseline
just	mlp	utterance_final	prompt_without	necessity	gold	5	random_mean	-0.0007610332546692	-0.0014678916236141	-5.4174885724336384e-05	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/just	0.0007610332546692	5.4174885724336384e-05	0.0014678916236141	patched_minus_baseline
just	mlp	utterance_final	prompt_without	necessity	gold	10	localized	-0.0006357740477547	-0.0010413334936407	-0.0002302146018687	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/just	0.0006357740477547	0.0002302146018687	0.0010413334936407	patched_minus_baseline
just	mlp	utterance_final	prompt_without	necessity	gold	10	random_mean	-0.0014176595839385	-0.0021176273813496	-0.0007176917865274	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/just	0.0014176595839385	0.0007176917865274	0.0021176273813496	patched_minus_baseline
just	resid	utterance_final	prompt_without	necessity	generated	1	localized	-0.0089990447412755	-0.0116454350993295	-0.0063526543832215	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/just	0.0089990447412755	0.0063526543832215	0.0116454350993295	patched_minus_baseline
just	resid	utterance_final	prompt_without	necessity	generated	1	random_mean	-0.0040078423256288	-0.0053951066816606	-0.0026205779695969	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/just	0.0040078423256288	0.0026205779695969	0.0053951066816606	patched_minus_baseline
just	resid	utterance_final	prompt_without	necessity	generated	3	localized	-0.0131763081271441	-0.0156221859201998	-0.0107304303340883	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/just	0.0131763081271441	0.0107304303340883	0.0156221859201998	patched_minus_baseline
just	resid	utterance_final	prompt_without	necessity	generated	3	random_mean	-0.0034651424174084	-0.0040724152306731	-0.0028578696041436	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/just	0.0034651424174084	0.0028578696041436	0.0040724152306731	patched_minus_baseline
just	resid	utterance_final	prompt_without	necessity	generated	5	localized	-0.0152778278944647	-0.0186439640369769	-0.0119116917519525	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/just	0.0152778278944647	0.0119116917519525	0.0186439640369769	patched_minus_baseline
just	resid	utterance_final	prompt_without	necessity	generated	5	random_mean	-0.0053937585450675	-0.007597392600003	-0.0031901244901319	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/just	0.0053937585450675	0.0031901244901319	0.007597392600003	patched_minus_baseline
